#Topology	MS-sat		MS-unsat	NS-sat		NS-unsat	SP-sat		SP-unsat
k=1	971.7878788	1631.123404	309.8606061	1581.123404	359.8606061	1163.8 
k=2	1131.824074	7710.608696	144.1111111	7660.608696	194.1111111	2698.4 
k=3	3980.575251	38796.89109	30.49498328	38746.89109	80.49498328	7620.7 
