#Topology	MS-sat		MS-unsat	NS-sat		NS-unsat	SP-sat		SP-unsat
k=1	351.6375839	864.7636364	112.5436242	814.7636364	162.5436242	691.6 
k=2	478.87	1707.04	43.99	1657.04	93.99	994.5 
k=3	599.232	4241.373333	-0.928	4191.373333	49.072	1705.3 
