Ren	154.0 	83.9 	37.1 
Arn	208.7 	154.6 	78.8 
Bic	692.9 	542.5 	303.6 
Esn	356.3 	215.6 	90.1 
Lat	211.1 	89.7 	12.5 
Col	2717.0 	2148.8 	1064.7 
Clt	4371.7 	2019.7 	379.8 
Usc	16804.2 	9923.3 	1934.4 
Cog	185000.0 	177650.0 	15135.7 
