#Topology	MS-sat		MS-unsat	NS-sat		NS-unsat	SP-sat		SP-unsat
k=1	12372.96262	20124.53763	564.0233645	20074.53763	614.0233645	2923.7 
k=2	54696.39858	59531.4958	279.6441281	59481.4958	329.6441281	9651.4 
k=3	34155.97214	188047.9756	35.33147632	187997.9756	55.33147632	20714.3 
