Ren	300.0 	70.4 	13.5 
Arn	219.0 	167.3 	50.1 
Bic	933.8 	694.6 	345.0 
Esn	352.5 	162.2 	27.2 
Lat	215.7 	84.2 	4.6 
Col	6579.1 	5028.1 	1730.6 
Clt	4444.1 	1111.0 	100.0 
Usc	20986.1 	9102.2 	1708.3 
Cog	396900.0 	382275.0 	28781.7 
