77.0	63.1	7.2
78.0	68.2	5.3
80.0	59.8	5.8
81.0	46.8	5.5
82.0	4.2	3.2
83.0	74.2	5.1
84.0	73.8	6.9
87.0	84.0	6.2
87.0	80.1	6.8
90.0	64.1	5.7
92.0	50.5	4.4
92.0	92.0	4.2
95.0	79.9	5.3
95.0	77.1	5.7
96.0	92.1	4.2
99.0	58.0	5.8
100.0	76.7	5.5
115.0	107.0	6.5
133.0	92.6	5.1
147.0	124.2	5.5
149.0	71.0	4.6
153.0	138.1	6.1
177.0	79.3	4.7
185.0	153.0	5.1
188.0	137.3	5.1
191.0	166.0	5.2
240.0	198.4	5.1
